delivery_id,order_id,delivery_status,delivery_time,rider_id
3959,3959,Delivered,13:20:00,16
3960,3960,Delivered,07:40:00,86
3961,3961,Delivered,04:40:00,267
3962,3962,Delivered,16:20:00,210
3963,3963,Delivered,03:40:00,140
3964,3964,On Time,14:20:00,118
3965,3965,Delivered,00:20:00,166
3966,3966,On Time,19:00:00,23
3967,3967,Delivered,15:00:00,270
3968,3968,Delivered,09:00:00,46
3969,3969,On Time,07:20:00,277
3970,3970,Delivered,17:20:00,294
3971,3971,Delivered,15:20:00,96
3972,3972,Delivered,11:20:00,79
3973,3973,Delivered,21:00:00,104
3974,3974,Delayed,09:20:00,49
3975,3975,Delivered,17:20:00,95
3976,3976,On Time,05:00:00,247
3977,3977,Delivered,10:20:00,253
3978,3978,Delivered,14:40:00,245
3979,3979,Delivered,08:40:00,261
3980,3980,Delivered,12:20:00,85
3981,3981,Delivered,14:00:00,21
3982,3982,Delivered,09:00:00,265
3983,3983,Delivered,04:00:00,184
3984,3984,Delayed,07:40:00,246
3985,3985,Delivered,08:20:00,267
3986,3986,Delivered,23:20:00,164
3987,3987,Not Delivered,19:00:00,287
3988,3988,Delivered,06:20:00,297
3989,3989,Delivered,22:00:00,208
3990,3990,Delivered,11:40:00,272
3991,3991,Delivered,03:40:00,148
3992,3992,Delivered,17:00:00,92
3993,3993,Delivered,08:20:00,202
3994,3994,Delivered,02:40:00,248
3995,3995,Delivered,02:00:00,190
3996,3996,Not Delivered,08:00:00,163
3997,3997,Delivered,07:00:00,199
3998,3998,Delayed,23:00:00,91
3999,3999,Delivered,18:20:00,168
4000,4000,Delivered,07:00:00,82
4001,4001,Delivered,08:20:00,60
4002,4002,Delivered,20:20:00,136
4003,4003,Delivered,05:20:00,268
4004,4004,Delivered,06:20:00,204
4005,4005,Delivered,18:00:00,204
4006,4006,Delivered,07:00:00,34
4007,4007,Delivered,09:40:00,243
4008,4008,Delivered,22:00:00,227
4009,4009,Delivered,04:20:00,247
4010,4010,Delivered,18:00:00,71
4011,4011,Delivered,16:20:00,207
4012,4012,Delivered,17:00:00,239
4013,4013,Delivered,08:20:00,253
4014,4014,Delivered,04:20:00,175
4015,4015,Delivered,10:20:00,77
4016,4016,Delivered,00:40:00,110
4017,4017,Delivered,09:20:00,181
4018,4018,On Time,12:20:00,116
4019,4019,Delayed,18:00:00,181
4020,4020,Delivered,21:00:00,182
4021,4021,Not Delivered,16:40:00,195
4022,4022,On Time,05:20:00,131
4023,4023,Delivered,16:40:00,20
4024,4024,Delivered,08:40:00,43
4025,4025,Delivered,09:40:00,273
4026,4026,Delayed,15:20:00,262
4027,4027,Delivered,19:00:00,155
4028,4028,Delivered,07:00:00,166
4029,4029,Delivered,03:00:00,290
4030,4030,Delivered,07:00:00,175
4031,4031,Delivered,02:40:00,227
4032,4032,Delivered,18:00:00,104
4033,4033,Delivered,19:20:00,211
4034,4034,Delivered,14:40:00,289
4035,4035,Delivered,17:20:00,260
4036,4036,Delivered,21:20:00,110
4037,4037,Delivered,03:00:00,168
4038,4038,Delivered,11:00:00,254
4039,4039,Delivered,12:40:00,282
4040,4040,Delivered,23:00:00,177
4041,4041,Delivered,02:20:00,287
4042,4042,Delivered,15:40:00,82
4043,4043,Delivered,17:20:00,250
4044,4044,Delivered,07:00:00,22
4045,4045,Delivered,07:20:00,53
4046,4046,Delivered,20:20:00,5
4047,4047,Delayed,21:00:00,233
4048,4048,Delivered,05:20:00,52
4049,4049,Not Delivered,11:40:00,126
4050,4050,Delivered,09:40:00,84
4051,4051,Delivered,23:40:00,16
4052,4052,On Time,20:00:00,163
4053,4053,Delivered,04:40:00,107
4054,4054,Delivered,05:00:00,278
4055,4055,Delivered,17:40:00,91
4056,4056,Delivered,18:40:00,122
4057,4057,Delivered,16:00:00,132
4058,4058,Not Delivered,18:20:00,157
4059,4059,Delivered,04:00:00,110
4060,4060,Delivered,16:20:00,22
4061,4061,Delivered,01:40:00,52
4062,4062,Delivered,13:00:00,36
4063,4063,Delivered,11:20:00,134
4064,4064,Delivered,23:00:00,58
4065,4065,On Time,09:40:00,198
4066,4066,Delayed,12:20:00,55
4067,4067,On Time,00:40:00,62
4068,4068,Delivered,02:40:00,124
4069,4069,Delivered,20:40:00,59
4070,4070,Delivered,01:20:00,190
4071,4071,Delivered,04:00:00,221
4072,4072,Delivered,11:40:00,141
4073,4073,Delivered,04:20:00,266
4074,4074,Delivered,23:20:00,203
4075,4075,Delivered,19:00:00,209
4076,4076,Not Delivered,12:00:00,238
4077,4077,Delivered,12:40:00,171
4078,4078,Delivered,09:40:00,281
4079,4079,Delivered,12:00:00,1
4080,4080,Delivered,12:00:00,97
4081,4081,Delivered,12:20:00,184
4082,4082,Delivered,05:40:00,297
4083,4083,Delivered,21:20:00,222
4084,4084,Delivered,03:00:00,256
4085,4085,Delivered,01:40:00,150
4086,4086,Delivered,22:00:00,117
4087,4087,Delivered,08:20:00,128
4088,4088,Delivered,19:00:00,56
4089,4089,Delivered,04:40:00,117
4090,4090,Delivered,11:40:00,7
4091,4091,Delivered,20:20:00,5
4092,4092,Delivered,17:40:00,101
4093,4093,Delivered,22:00:00,159
4094,4094,Delivered,02:20:00,189
4095,4095,Delivered,16:00:00,145
4096,4096,Delivered,09:00:00,296
4097,4097,Delivered,18:00:00,143
4098,4098,Delivered,00:40:00,50
4099,4099,Not Delivered,06:40:00,195
4100,4100,Delivered,04:00:00,282
4101,4101,Delivered,01:40:00,285
4102,4102,Delivered,04:40:00,82
4103,4103,Delivered,19:20:00,237
4104,4104,Delivered,22:40:00,148
4105,4105,Delivered,11:00:00,88
4106,4106,Delivered,08:20:00,157
4107,4107,Delivered,18:40:00,44
4108,4108,Delivered,13:40:00,79
4109,4109,Delayed,15:00:00,91
4110,4110,Delivered,01:40:00,4
4111,4111,Not Delivered,19:00:00,169
4112,4112,Delayed,14:40:00,25
4113,4113,Delivered,08:20:00,26
4114,4114,Delivered,06:20:00,148
4115,4115,Delivered,00:00:00,85
4116,4116,Delivered,04:20:00,243
4117,4117,Not Delivered,00:20:00,237
4118,4118,Delivered,06:40:00,208
4119,4119,Not Delivered,04:40:00,44
4120,4120,Delivered,09:40:00,271
4121,4121,Delivered,02:00:00,57
4122,4122,Delivered,19:20:00,178
4123,4123,Delivered,17:00:00,260
4124,4124,Delivered,02:20:00,211
4125,4125,Delivered,22:20:00,202
4126,4126,Delivered,11:20:00,257
4127,4127,Delayed,21:20:00,92
4128,4128,Delivered,07:00:00,124
4129,4129,Delivered,01:20:00,27
4130,4130,Delivered,12:40:00,100
4131,4131,Delivered,06:00:00,103
4132,4132,Delivered,16:40:00,199
4133,4133,Delivered,12:20:00,44
4134,4134,Delivered,10:20:00,144
4135,4135,Delayed,23:20:00,213
4136,4136,Delivered,09:00:00,48
4137,4137,Delivered,15:20:00,278
4138,4138,Delivered,09:20:00,153
4139,4139,Delivered,14:20:00,178
4140,4140,Delayed,00:40:00,227
4141,4141,Delivered,18:20:00,1
4142,4142,Delivered,06:20:00,128
4143,4143,Not Delivered,20:00:00,128
4144,4144,Delivered,06:40:00,214
4145,4145,Delivered,07:40:00,197
4146,4146,Delivered,21:00:00,252
4147,4147,Delivered,14:00:00,255
4148,4148,Delivered,09:40:00,160
4149,4149,Delivered,12:00:00,148
4150,4150,Delivered,01:00:00,232
4151,4151,Delivered,12:00:00,298
4152,4152,Delivered,20:00:00,207
4153,4153,Delivered,04:00:00,263
4154,4154,Delivered,13:20:00,144
4155,4155,Delivered,22:00:00,2
4156,4156,Delivered,13:40:00,154
4157,4157,Delivered,15:20:00,283
4158,4158,Delivered,10:00:00,213
4159,4159,Delivered,09:40:00,97
4160,4160,Delivered,22:20:00,254
4161,4161,Delivered,22:00:00,31
4162,4162,Delivered,23:00:00,171
4163,4163,Delivered,03:20:00,146
4164,4164,Delivered,21:20:00,83
4165,4165,Delivered,04:00:00,11
4166,4166,Delivered,05:20:00,261
4167,4167,Delivered,18:20:00,52
4168,4168,Delivered,20:00:00,185
4169,4169,Delivered,01:20:00,70
4170,4170,Delivered,09:00:00,243
4171,4171,Delivered,06:20:00,184
4172,4172,Not Delivered,00:00:00,75
4173,4173,On Time,00:40:00,161
4174,4174,Delayed,06:20:00,213
4175,4175,Delivered,21:20:00,242
4176,4176,Delivered,07:20:00,84
4177,4177,Delivered,15:00:00,131
4178,4178,Not Delivered,23:40:00,238
4179,4179,Delivered,11:40:00,13
4180,4180,Delayed,13:00:00,130
4181,4181,Delivered,23:00:00,197
4182,4182,Delivered,21:40:00,32
4183,4183,Delivered,12:00:00,196
4184,4184,Delivered,06:40:00,18
4185,4185,Delivered,05:40:00,26
4186,4186,Delivered,18:40:00,155
4187,4187,Delivered,00:00:00,201
4188,4188,Delivered,18:20:00,282
4189,4189,Delivered,06:00:00,172
4190,4190,Delivered,18:40:00,72
4191,4191,Delivered,14:20:00,257
4192,4192,Delivered,21:00:00,128
4193,4193,Delivered,19:00:00,222
4194,4194,Delivered,21:00:00,129
4195,4195,Delivered,00:20:00,230
4196,4196,Delivered,03:20:00,206
4197,4197,Delivered,02:20:00,36
4198,4198,Delivered,02:40:00,273
4199,4199,Delivered,23:20:00,75
4200,4200,Delayed,13:40:00,143
4201,4201,Delivered,04:20:00,197
4202,4202,Delivered,09:40:00,187
4203,4203,Delayed,18:20:00,15
4204,4204,Delivered,08:00:00,215
4205,4205,Delivered,11:40:00,24
4206,4206,Delivered,18:40:00,199
4207,4207,Not Delivered,10:20:00,154
4208,4208,Delivered,12:40:00,125
4209,4209,Delivered,03:40:00,179
4210,4210,Delivered,23:00:00,240
4211,4211,Delayed,02:00:00,137
4212,4212,On Time,07:00:00,51
4213,4213,Delivered,22:00:00,150
4214,4214,Delayed,05:00:00,181
4215,4215,Delivered,06:40:00,116
4216,4216,Delivered,01:40:00,222
4217,4217,Delivered,22:40:00,74
4218,4218,Delayed,02:20:00,83
4219,4219,Delivered,15:00:00,120
4220,4220,Delivered,02:00:00,144
4221,4221,Delivered,02:00:00,246
4222,4222,Delivered,23:00:00,218
4223,4223,On Time,12:40:00,263
4224,4224,Not Delivered,21:20:00,172
4225,4225,Delivered,15:20:00,146
4226,4226,Delivered,07:40:00,139
4227,4227,Delayed,06:20:00,158
4228,4228,Delivered,17:20:00,252
4229,4229,Delivered,17:20:00,207
4230,4230,On Time,02:00:00,73
4231,4231,Delivered,08:00:00,52
4232,4232,Delivered,10:20:00,17
4233,4233,Delivered,22:20:00,181
4234,4234,Delivered,09:40:00,38
4235,4235,Delivered,00:00:00,299
4236,4236,Delivered,10:40:00,16
4237,4237,Not Delivered,16:00:00,214
4238,4238,Delivered,19:40:00,46
4239,4239,Delivered,19:40:00,166
4240,4240,Delivered,04:40:00,212
4241,4241,Delivered,22:20:00,56
4242,4242,Delivered,22:20:00,24
4243,4243,Not Delivered,16:40:00,83
4244,4244,Delivered,18:40:00,245
4245,4245,Delivered,03:20:00,102
4246,4246,Delivered,14:20:00,96
4247,4247,Delayed,15:40:00,249
4248,4248,Delivered,13:20:00,266
4249,4249,Delivered,04:40:00,233
4250,4250,Delivered,12:20:00,106
4251,4251,Delivered,02:20:00,153
4252,4252,Delivered,01:00:00,203
4253,4253,Delivered,02:00:00,131
4254,4254,Delivered,10:40:00,142
4255,4255,Delivered,11:40:00,246
4256,4256,Delivered,07:00:00,67
4257,4257,Delayed,09:00:00,265
4258,4258,Delayed,01:00:00,226
4259,4259,Delayed,01:40:00,262
4260,4260,Delivered,00:20:00,201
4261,4261,Delivered,11:20:00,295
4262,4262,Delivered,17:00:00,298
4263,4263,Not Delivered,12:20:00,223
4264,4264,Delivered,02:40:00,75
4265,4265,Delivered,16:40:00,41
4266,4266,Delivered,10:20:00,157
4267,4267,Delivered,14:00:00,96
4268,4268,Delivered,06:20:00,26
4269,4269,Delivered,20:20:00,106
4270,4270,Delivered,21:20:00,41
4271,4271,Delivered,00:40:00,28
4272,4272,Delivered,10:20:00,103
4273,4273,Delivered,01:40:00,270
4274,4274,Delivered,19:40:00,223
4275,4275,Delivered,08:00:00,127
4276,4276,Delivered,23:20:00,132
4277,4277,Delivered,19:40:00,216
4278,4278,On Time,14:20:00,209
4279,4279,Not Delivered,22:00:00,255
4280,4280,Delivered,13:40:00,28
4281,4281,Delivered,21:00:00,107
4282,4282,Delivered,15:20:00,245
4283,4283,Not Delivered,05:40:00,85
4284,4284,Delivered,01:00:00,144
4285,4285,Delivered,16:20:00,11
4286,4286,Delayed,19:20:00,85
4287,4287,Delivered,08:20:00,193
4288,4288,Not Delivered,09:40:00,208
4289,4289,Delivered,15:00:00,117
4290,4290,Delivered,20:00:00,283
4291,4291,Delivered,14:20:00,188
4292,4292,Delivered,01:40:00,31
4293,4293,Delivered,10:40:00,147
4294,4294,Delivered,02:20:00,107
4295,4295,Delayed,22:00:00,152
4296,4296,Delivered,09:00:00,269
4297,4297,Delivered,20:00:00,59
4298,4298,Delivered,22:00:00,83
4299,4299,Delivered,08:20:00,138
4300,4300,Delivered,09:00:00,297
4301,4301,Delivered,16:40:00,36
4302,4302,Delayed,15:00:00,73
4303,4303,Delivered,07:00:00,68
4304,4304,Delivered,20:00:00,268
4305,4305,Delivered,20:40:00,44
4306,4306,Delivered,09:20:00,187
4307,4307,Delivered,18:20:00,246
4308,4308,Delivered,15:20:00,253
4309,4309,Delivered,01:40:00,225
4310,4310,Delivered,02:00:00,69
4311,4311,Delivered,09:40:00,47
4312,4312,Delayed,23:40:00,201
4313,4313,Delivered,09:00:00,8
4314,4314,Delivered,06:20:00,292
4315,4315,Delivered,01:00:00,272
4316,4316,Delivered,00:40:00,261
4317,4317,Delivered,22:20:00,152
4318,4318,Delayed,11:40:00,93
4319,4319,Delivered,00:40:00,192
4320,4320,Delayed,23:00:00,227
4321,4321,Delivered,06:00:00,211
4322,4322,Delivered,03:40:00,162
4323,4323,Not Delivered,22:00:00,82
4324,4324,Delivered,02:40:00,103
4325,4325,Delivered,06:40:00,278
4326,4326,Delivered,22:40:00,139
4327,4327,Delivered,14:20:00,1
4328,4328,Delivered,12:00:00,257
4329,4329,Delivered,15:20:00,272
4330,4330,Delivered,23:20:00,141
4331,4331,Not Delivered,20:40:00,171
4332,4332,Delivered,11:40:00,245
4333,4333,Delivered,23:00:00,243
4334,4334,Not Delivered,12:20:00,300
4335,4335,Delivered,17:00:00,46
4336,4336,Delivered,00:40:00,126
4337,4337,Delivered,12:20:00,8
4338,4338,On Time,14:40:00,274
4339,4339,Delivered,22:40:00,229
4340,4340,Delivered,07:20:00,209
4341,4341,Delivered,03:40:00,130
4342,4342,Delivered,05:40:00,232
4343,4343,Delivered,04:40:00,44
4344,4344,Delivered,18:20:00,289
4345,4345,Delivered,05:20:00,275
4346,4346,Delivered,17:00:00,156
4347,4347,Delayed,13:00:00,274
4348,4348,Delivered,03:00:00,229
4349,4349,Delivered,04:00:00,149
4350,4350,Delivered,17:00:00,238
4351,4351,Delivered,07:40:00,16
4352,4352,Delivered,08:40:00,135
4353,4353,Delivered,23:40:00,252
4354,4354,Delivered,01:20:00,72
4355,4355,Delivered,22:20:00,167
4356,4356,Delayed,21:20:00,75
4357,4357,Delivered,00:00:00,88
4358,4358,Delivered,00:40:00,82
4359,4359,Delivered,15:20:00,95
4360,4360,Not Delivered,12:20:00,214
4361,4361,Delivered,22:20:00,233
4362,4362,Delivered,06:20:00,111
4363,4363,Delivered,14:20:00,247
4364,4364,Delivered,01:00:00,85
4365,4365,Delivered,22:00:00,85
4366,4366,Not Delivered,14:40:00,286
4367,4367,Delayed,16:40:00,124
4368,4368,Delayed,18:40:00,19
4369,4369,Delivered,04:00:00,291
4370,4370,Delivered,13:40:00,33
4371,4371,Delivered,04:40:00,213
4372,4372,Delivered,06:00:00,216
4373,4373,Delivered,15:00:00,294
4374,4374,Delivered,09:00:00,15
4375,4375,Delivered,18:20:00,30
4376,4376,Delivered,01:00:00,19
4377,4377,Delivered,21:20:00,200
4378,4378,Delivered,18:40:00,182
4379,4379,Delivered,06:40:00,247
4380,4380,Delivered,12:00:00,180
4381,4381,Delivered,03:20:00,25
4382,4382,Not Delivered,14:00:00,171
4383,4383,Delivered,05:00:00,76
4384,4384,Delivered,19:00:00,187
4385,4385,Delivered,06:40:00,94
4386,4386,Delivered,22:20:00,282
4387,4387,Delivered,22:20:00,73
4388,4388,Delivered,12:40:00,51
4389,4389,Delayed,15:20:00,271
4390,4390,Not Delivered,22:20:00,61
4391,4391,Delivered,14:40:00,26
4392,4392,Not Delivered,10:40:00,29
4393,4393,Delivered,10:40:00,38
4394,4394,Delivered,18:40:00,299
4395,4395,Delivered,06:00:00,181
4396,4396,Delayed,15:00:00,206
4397,4397,Delivered,18:40:00,89
4398,4398,Delivered,03:00:00,132
4399,4399,Delivered,15:20:00,259
4400,4400,Delivered,20:20:00,26
4401,4401,On Time,01:40:00,236
4402,4402,Delivered,17:20:00,11
4403,4403,Not Delivered,21:00:00,138
4404,4404,Delivered,15:00:00,133
4405,4405,Delivered,07:20:00,243
4406,4406,Delivered,23:40:00,114
4407,4407,Not Delivered,01:40:00,238
4408,4408,Delivered,20:40:00,128
4409,4409,Delayed,20:40:00,265
4410,4410,Delivered,01:00:00,126
4411,4411,Delivered,18:20:00,101
4412,4412,Delivered,01:40:00,96
4413,4413,Delayed,10:20:00,165
4414,4414,Not Delivered,03:20:00,180
4415,4415,Delivered,09:40:00,255
4416,4416,Delivered,08:20:00,38
4417,4417,Delivered,04:20:00,61
4418,4418,Delivered,23:00:00,233
4419,4419,Delivered,00:40:00,86
4420,4420,Delivered,14:00:00,136
4421,4421,Delivered,20:00:00,61
4422,4422,Delivered,23:40:00,114
4423,4423,Not Delivered,22:00:00,83
4424,4424,Delivered,18:40:00,299
4425,4425,Delivered,07:40:00,149
4426,4426,Delivered,04:40:00,255
4427,4427,On Time,09:20:00,83
4428,4428,Not Delivered,10:40:00,287
4429,4429,Delivered,06:20:00,84
4430,4430,Delivered,10:40:00,8
4431,4431,Delivered,11:00:00,242
4432,4432,Delivered,03:20:00,274
4433,4433,Delivered,10:00:00,80
4434,4434,Delayed,22:20:00,281
4435,4435,Delivered,10:40:00,35
4436,4436,Delivered,15:40:00,193
4437,4437,Delivered,10:40:00,234
4438,4438,Delivered,15:00:00,118
4439,4439,Delivered,13:00:00,235
4440,4440,Delivered,22:00:00,240
4441,4441,Delivered,08:00:00,145
4442,4442,Not Delivered,21:20:00,68
4443,4443,Delivered,05:40:00,123
4444,4444,Delivered,19:40:00,246
4445,4445,Not Delivered,21:40:00,268
4446,4446,Delivered,02:00:00,154
4447,4447,Delivered,13:40:00,190
4448,4448,Delivered,20:20:00,294
4449,4449,Delivered,21:40:00,120
4450,4450,Delivered,07:00:00,143
4451,4451,Delivered,14:40:00,59
4452,4452,Delivered,23:40:00,233
4453,4453,Delayed,04:40:00,97
4454,4454,Delivered,04:20:00,82
4455,4455,Not Delivered,09:20:00,81
4456,4456,Delivered,06:00:00,222
4457,4457,Delivered,19:20:00,6
4458,4458,Delayed,00:20:00,235
4459,4459,Delivered,15:00:00,74
4460,4460,Delivered,02:20:00,129
4461,4461,Delivered,08:00:00,274
4462,4462,Delivered,18:40:00,98
4463,4463,Delivered,07:40:00,199
4464,4464,Delivered,01:00:00,258
4465,4465,Not Delivered,13:00:00,143
4466,4466,Delivered,13:00:00,116
4467,4467,Delivered,07:00:00,168
4468,4468,Delivered,22:00:00,80
4469,4469,Delivered,19:20:00,113
4470,4470,Delivered,02:20:00,123
4471,4471,Not Delivered,12:40:00,127
4472,4472,Delayed,00:00:00,65
4473,4473,Delayed,10:20:00,163
4474,4474,Delivered,11:40:00,3
4475,4475,Delivered,10:20:00,87
4476,4476,Delivered,10:20:00,186
4477,4477,Delayed,21:40:00,208
4478,4478,Delivered,12:00:00,94
4479,4479,Delivered,16:20:00,93
4480,4480,Delayed,17:20:00,151
4481,4481,Delivered,10:20:00,5
4482,4482,Delivered,17:20:00,272
4483,4483,On Time,01:00:00,168
4484,4484,Delivered,20:20:00,242
4485,4485,Not Delivered,21:40:00,239
4486,4486,Delivered,11:40:00,211
4487,4487,Delivered,08:20:00,208
4488,4488,Delivered,17:00:00,46
4489,4489,Delivered,13:20:00,56
4490,4490,Delivered,16:40:00,105
4491,4491,Delivered,18:20:00,85
4492,4492,Delivered,22:20:00,65
4493,4493,Delivered,04:20:00,277
4494,4494,Delivered,20:00:00,201
4495,4495,Delivered,08:40:00,91
4496,4496,Delayed,10:20:00,125
4497,4497,Delivered,12:00:00,57
4498,4498,Delivered,16:40:00,12
4499,4499,Delivered,07:20:00,229
4500,4500,Delivered,00:40:00,99
4501,4501,Delivered,03:40:00,153
4502,4502,Delivered,03:40:00,94
4503,4503,Delivered,18:40:00,200
4504,4504,Delivered,09:20:00,213
4505,4505,Delayed,01:20:00,28
4506,4506,Delivered,16:00:00,65
4507,4507,Delivered,05:40:00,123
4508,4508,Delivered,03:00:00,238
4509,4509,On Time,12:20:00,219
4510,4510,Delivered,03:00:00,151
4511,4511,Delivered,11:20:00,46
4512,4512,Delivered,16:00:00,79
4513,4513,Delivered,16:00:00,234
4514,4514,Delivered,20:40:00,84
4515,4515,Delivered,05:20:00,131
4516,4516,Delivered,03:00:00,170
4517,4517,Delivered,19:40:00,209
4518,4518,Delivered,01:40:00,51
4519,4519,Delivered,12:00:00,63
4520,4520,Delivered,19:40:00,275
4521,4521,Delivered,15:40:00,147
4522,4522,Delivered,16:40:00,224
4523,4523,Delayed,00:20:00,79
4524,4524,Delayed,04:40:00,65
4525,4525,On Time,06:40:00,33
4526,4526,Delivered,16:00:00,221
4527,4527,Delayed,01:40:00,266
4528,4528,Not Delivered,00:00:00,270
4529,4529,Not Delivered,15:40:00,146
4530,4530,Delivered,17:00:00,238
4531,4531,Delivered,19:40:00,280
4532,4532,Delayed,09:20:00,104
4533,4533,Delivered,12:20:00,89
4534,4534,Delivered,16:20:00,217
4535,4535,Delivered,08:20:00,207
4536,4536,Delivered,01:20:00,252
4537,4537,Delivered,21:40:00,17
4538,4538,Delivered,03:20:00,130
4539,4539,Delayed,01:20:00,171
4540,4540,Delivered,11:00:00,182
4541,4541,Delivered,17:20:00,177
4542,4542,Delivered,14:20:00,129
4543,4543,Delivered,14:40:00,222
4544,4544,Not Delivered,12:40:00,223
4545,4545,Delivered,14:20:00,6
4546,4546,Delivered,23:00:00,151
4547,4547,Delivered,04:00:00,75
4548,4548,Delayed,02:40:00,28
4549,4549,Delivered,05:20:00,298
4550,4550,Delivered,04:20:00,20
4551,4551,Delivered,17:00:00,207
4552,4552,Delivered,13:20:00,70
4553,4553,Delivered,19:00:00,203
4554,4554,Delivered,16:20:00,179
4555,4555,Delivered,05:20:00,170
4556,4556,Delivered,11:00:00,287
4557,4557,Delivered,09:40:00,70
4558,4558,Delivered,22:20:00,44
4559,4559,Delivered,10:20:00,108
4560,4560,Delivered,04:00:00,66
4561,4561,Delayed,15:00:00,104
4562,4562,Delivered,23:40:00,152
4563,4563,Delayed,19:40:00,77
4564,4564,Not Delivered,19:00:00,162
4565,4565,Delivered,06:40:00,28
4566,4566,Delivered,20:40:00,65
4567,4567,Not Delivered,03:20:00,200
4568,4568,Delivered,06:20:00,262
4569,4569,Delivered,16:20:00,202
4570,4570,Delivered,02:40:00,238
4571,4571,Delivered,04:40:00,5
4572,4572,Delivered,14:20:00,76
4573,4573,Not Delivered,01:40:00,217
4574,4574,Delivered,03:20:00,120
4575,4575,Delivered,05:00:00,105
4576,4576,Delivered,23:40:00,185
4577,4577,Delivered,22:20:00,44
4578,4578,Delivered,08:20:00,157
4579,4579,Not Delivered,18:40:00,156
4580,4580,Delayed,11:00:00,246
4581,4581,Delivered,11:00:00,66
4582,4582,Delivered,12:00:00,135
4583,4583,Delivered,21:00:00,251
4584,4584,Delivered,03:00:00,34
4585,4585,Delivered,13:00:00,283
4586,4586,Delivered,00:40:00,36
4587,4587,Delivered,08:40:00,56
4588,4588,Delivered,12:40:00,180
4589,4589,Delivered,02:40:00,3
4590,4590,Delivered,19:40:00,69
4591,4591,Delivered,03:20:00,264
4592,4592,Delivered,20:20:00,54
4593,4593,Delivered,19:40:00,264
4594,4594,Delivered,08:40:00,206
4595,4595,Delivered,19:20:00,154
4596,4596,Delayed,16:40:00,69
4597,4597,Delivered,07:40:00,99
4598,4598,Delayed,14:00:00,111
4599,4599,Delivered,02:20:00,48
4600,4600,Delivered,17:20:00,58
4601,4601,Delivered,07:20:00,94
4602,4602,Delivered,02:40:00,254
4603,4603,Delivered,20:40:00,139
4604,4604,On Time,19:20:00,286
4605,4605,Delivered,19:40:00,68
4606,4606,Delivered,09:20:00,86
4607,4607,Not Delivered,06:00:00,189
4608,4608,Delivered,20:40:00,70
4609,4609,Delayed,11:00:00,242
4610,4610,Delivered,00:40:00,189
4611,4611,Delivered,02:20:00,224
4612,4612,Delivered,19:20:00,99
4613,4613,Delivered,20:00:00,145
4614,4614,On Time,18:40:00,140
4615,4615,Delivered,12:40:00,65
4616,4616,Delivered,13:00:00,143
4617,4617,Delivered,11:00:00,9
4618,4618,On Time,02:20:00,56
4619,4619,Delivered,17:00:00,195
4620,4620,Delivered,00:00:00,291
4621,4621,Delivered,01:40:00,252
4622,4622,Delivered,15:40:00,275
4623,4623,Delivered,04:20:00,170
4624,4624,Delivered,07:40:00,169
4625,4625,Delivered,13:20:00,74
4626,4626,On Time,18:20:00,295
4627,4627,Delivered,19:00:00,95
4628,4628,Delivered,02:20:00,262
4629,4629,On Time,16:40:00,2
4630,4630,Delivered,21:00:00,146
4631,4631,Delivered,21:20:00,174
4632,4632,Delivered,05:40:00,140
4633,4633,Delivered,06:20:00,142
4634,4634,Delivered,09:20:00,246
4635,4635,Delivered,22:00:00,73
4636,4636,Delivered,12:40:00,268
4637,4637,Delivered,10:00:00,2
4638,4638,Delivered,17:00:00,49
4639,4639,Delivered,07:20:00,288
4640,4640,Delivered,14:20:00,85
4641,4641,Delivered,22:00:00,9
4642,4642,Delayed,14:20:00,136
4643,4643,Not Delivered,09:20:00,122
4644,4644,Delivered,00:00:00,73
4645,4645,Delivered,04:00:00,139
4646,4646,Delivered,15:20:00,286
4647,4647,Delivered,01:40:00,21
4648,4648,On Time,19:00:00,299
4649,4649,Delivered,06:40:00,170
4650,4650,Delivered,15:00:00,174
4651,4651,Delivered,15:20:00,169
4652,4652,Delayed,13:20:00,271
4653,4653,Delivered,12:20:00,122
4654,4654,Delivered,16:20:00,37
4655,4655,Delivered,19:00:00,287
4656,4656,Delivered,16:00:00,172
4657,4657,On Time,10:00:00,145
4658,4658,Not Delivered,01:20:00,199
4659,4659,Not Delivered,07:00:00,128
4660,4660,Delivered,14:00:00,255
4661,4661,Delivered,11:20:00,230
4662,4662,Delivered,01:20:00,285
4663,4663,Delivered,09:00:00,111
4664,4664,On Time,20:20:00,270
4665,4665,Delivered,14:20:00,30
4666,4666,Delivered,12:40:00,262
4667,4667,Delivered,09:40:00,47
4668,4668,Delivered,20:00:00,271
4669,4669,Delivered,21:40:00,126
4670,4670,Delivered,05:00:00,1
4671,4671,Delivered,23:00:00,70
4672,4672,Delivered,18:40:00,147
4673,4673,Delivered,18:40:00,133
4674,4674,Delivered,16:00:00,33
4675,4675,Delivered,01:40:00,240
4676,4676,Not Delivered,14:20:00,176
4677,4677,Delivered,23:20:00,15
4678,4678,Not Delivered,02:40:00,245
4679,4679,Delivered,05:20:00,164
4680,4680,Delivered,22:40:00,80
4681,4681,Delivered,19:20:00,154
4682,4682,Not Delivered,02:20:00,64
4683,4683,Delivered,07:20:00,160
4684,4684,Delivered,23:20:00,67
4685,4685,Delayed,16:00:00,169
4686,4686,Delivered,19:00:00,153
4687,4687,Delivered,22:40:00,276
4688,4688,Not Delivered,11:20:00,68
4689,4689,Delivered,20:00:00,258
