order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
2588,393,141,Peri Peri Fries,2025-08-30,18:00:00,Cancelled,471.01
2589,436,76,Hakka Noodles,2025-09-20,12:00:00,Delivered,304.53
2590,464,146,Hakka Noodles,2025-01-13,13:30:00,Delivered,635.56
2591,318,38,Peri Peri Fries,2025-06-06,01:30:00,Delivered,272.97
2592,58,234,Chicken Biryani,2025-04-26,03:00:00,Delivered,467.33
2593,230,6,Peri Peri Fries,2025-04-27,15:00:00,Delivered,735.1
2594,108,126,Gulab Jamun,2025-05-05,18:00:00,Delivered,568.93
2595,19,92,Butter Chicken,2025-12-03,13:30:00,Delivered,138.14
2596,365,28,Margherita Pizza,2025-02-26,19:30:00,Delivered,908.54
2597,141,89,Margherita Pizza,2025-09-27,01:30:00,Delivered,480.69
2598,379,5,Gulab Jamun,2025-10-19,03:00:00,Cancelled,604.58
2599,160,187,Paneer Butter Masala,2025-07-19,07:30:00,Delivered,736.79
2600,100,207,Butter Chicken,2025-02-18,03:00:00,Delivered,274.28
2601,265,111,Chicken Biryani,2025-07-17,04:30:00,Pending,151.01
2602,238,108,Cheese Burst Pizza,2025-06-06,07:30:00,Delivered,332.65
2603,238,201,Chicken Shawarma,2025-06-19,15:00:00,Delivered,939.33
2604,49,45,Margherita Pizza,2025-10-23,06:00:00,Delivered,456.45
2605,165,112,Chicken Shawarma,2025-08-13,01:30:00,Delivered,713.71
2606,287,181,Paneer Butter Masala,2025-04-12,18:00:00,Delivered,394.67
2607,415,2,Chicken Shawarma,2025-01-25,03:00:00,Delivered,450.04
2608,59,177,Butter Chicken,2025-08-02,19:30:00,Delivered,1083.85
2609,183,201,Chicken Shawarma,2025-11-22,00:00:00,Delivered,479.49
2610,147,90,Peri Peri Fries,2025-09-08,12:00:00,Delivered,311.31
2611,447,215,Hakka Noodles,2025-09-13,19:30:00,Delivered,534.07
2612,386,115,Margherita Pizza,2025-09-30,16:30:00,Delivered,116.58
2613,301,63,Chicken Biryani,2025-06-04,03:00:00,Delivered,191.4
2614,96,92,Chicken Shawarma,2025-05-23,15:00:00,Delivered,798.05
2615,43,70,Butter Chicken,2025-04-27,00:00:00,Delivered,591.9
2616,354,186,Margherita Pizza,2025-05-05,21:00:00,Delivered,581.26
2617,257,4,Veg Biryani,2025-12-09,06:00:00,Delivered,475.2
2618,213,158,Cheese Burst Pizza,2025-03-19,06:00:00,Delivered,202.94
2619,189,57,Margherita Pizza,2025-10-19,19:30:00,Delivered,755.24
2620,131,47,Cheese Burst Pizza,2025-09-17,00:00:00,Delivered,940.09
2621,347,146,Cheese Burst Pizza,2025-03-13,21:00:00,Delivered,157.52
2622,300,222,Margherita Pizza,2025-09-27,21:00:00,Cancelled,631.58
2623,391,219,Margherita Pizza,2025-03-31,10:30:00,Delivered,80.57
2624,289,108,Hakka Noodles,2025-04-24,16:30:00,Delivered,367.24
2625,137,95,Butter Chicken,2025-05-26,06:00:00,Delivered,1071.21
2626,30,44,Chicken Shawarma,2025-03-12,15:00:00,Cancelled,780.22
2627,146,180,Chicken Biryani,2025-06-16,03:00:00,Delivered,630.65
2628,312,177,Paneer Butter Masala,2025-08-07,18:00:00,Delivered,80.0
2629,474,231,Veg Biryani,2025-01-24,09:00:00,Delivered,753.13
2630,468,158,Butter Chicken,2025-05-13,12:00:00,Cancelled,586.64
2631,486,180,Peri Peri Fries,2025-09-09,06:00:00,Delivered,435.31
2632,105,37,Paneer Butter Masala,2025-05-07,07:30:00,Delivered,261.81
2633,287,63,Chicken Biryani,2025-08-20,13:30:00,Cancelled,238.25
2634,456,12,Margherita Pizza,2025-11-18,19:30:00,Delivered,310.65
2635,191,17,Butter Chicken,2025-07-23,16:30:00,Delivered,682.11
2636,471,34,Veg Biryani,2025-08-03,16:30:00,Delivered,492.66
2637,178,156,Paneer Butter Masala,2025-04-29,01:30:00,Cancelled,539.9
2638,345,132,Paneer Butter Masala,2025-04-24,22:30:00,Delivered,825.26
2639,239,98,Butter Chicken,2025-04-03,03:00:00,Delivered,187.0
2640,1,46,Margherita Pizza,2025-05-21,03:00:00,Delivered,80.0
2641,110,14,Margherita Pizza,2025-11-26,16:30:00,Delivered,716.26
2642,338,13,Chicken Shawarma,2025-07-22,16:30:00,Delivered,212.15
2643,275,241,Gulab Jamun,2025-11-19,12:00:00,Cancelled,388.23
2644,371,186,Cheese Burst Pizza,2025-07-15,21:00:00,Delivered,440.06
2645,382,49,Hakka Noodles,2025-05-10,09:00:00,Delivered,483.6
2646,234,246,Cheese Burst Pizza,2025-01-23,10:30:00,Delivered,80.0
2647,64,178,Veg Biryani,2025-05-08,13:30:00,Delivered,495.47
2648,244,67,Butter Chicken,2025-03-13,07:30:00,Delivered,961.52
2649,53,21,Peri Peri Fries,2025-04-13,04:30:00,Delivered,441.95
2650,262,208,Chicken Biryani,2025-12-10,16:30:00,Delivered,573.9
2651,17,51,Chicken Shawarma,2025-09-08,00:00:00,Delivered,746.2
2652,302,38,Cheese Burst Pizza,2025-05-02,10:30:00,Delivered,839.12
2653,493,119,Peri Peri Fries,2025-10-26,09:00:00,Delivered,837.59
2654,456,26,Margherita Pizza,2025-07-30,01:30:00,Delivered,402.38
2655,374,6,Gulab Jamun,2025-07-06,06:00:00,Delivered,660.82
2656,234,18,Margherita Pizza,2025-01-01,09:00:00,Delivered,948.42
2657,73,233,Chicken Shawarma,2025-07-24,04:30:00,Delivered,427.14
2658,357,114,Chicken Shawarma,2025-04-10,10:30:00,Delivered,900.95
2659,439,134,Butter Chicken,2025-11-05,00:00:00,Cancelled,402.9
2660,91,169,Hakka Noodles,2025-07-24,00:00:00,Delivered,547.75
2661,484,57,Butter Chicken,2025-06-12,21:00:00,Delivered,1068.25
2662,6,178,Gulab Jamun,2025-07-21,04:30:00,Delivered,265.13
2663,198,25,Chicken Shawarma,2025-07-24,13:30:00,Delivered,80.0
2664,365,48,Cheese Burst Pizza,2025-02-27,01:30:00,Delivered,666.43
2665,196,24,Hakka Noodles,2025-05-06,16:30:00,Delivered,759.87
2666,470,158,Hakka Noodles,2025-04-01,03:00:00,Delivered,427.89
2667,296,87,Chicken Biryani,2025-07-10,21:00:00,Delivered,464.26
2668,347,45,Chicken Biryani,2025-08-10,15:00:00,Delivered,708.74
2669,485,43,Butter Chicken,2025-09-21,19:30:00,Delivered,373.81
2670,322,72,Cheese Burst Pizza,2025-11-04,00:00:00,Delivered,410.61
2671,137,250,Butter Chicken,2025-07-03,00:00:00,Delivered,733.25
2672,267,184,Butter Chicken,2025-04-25,07:30:00,Cancelled,756.15
2673,404,241,Paneer Butter Masala,2025-02-05,22:30:00,Delivered,518.58
2674,116,201,Chicken Shawarma,2025-12-11,10:30:00,Delivered,322.14
2675,43,70,Chicken Biryani,2025-02-28,01:30:00,Cancelled,722.76
2676,231,33,Paneer Butter Masala,2025-08-23,22:30:00,Delivered,595.9
2677,58,97,Paneer Butter Masala,2025-08-20,04:30:00,Delivered,288.83
2678,206,45,Chicken Shawarma,2025-04-02,10:30:00,Delivered,290.86
2679,410,7,Cheese Burst Pizza,2025-07-24,16:30:00,Delivered,410.42
2680,294,106,Paneer Butter Masala,2025-11-05,00:00:00,Delivered,866.25
2681,94,146,Chicken Shawarma,2025-03-07,21:00:00,Delivered,271.37
2682,36,70,Butter Chicken,2025-04-29,18:00:00,Pending,1000.82
2683,230,45,Gulab Jamun,2025-04-02,01:30:00,Delivered,844.91
2684,227,37,Cheese Burst Pizza,2025-03-29,10:30:00,Delivered,687.98
2685,183,149,Hakka Noodles,2025-08-02,10:30:00,Delivered,396.44
2686,262,218,Peri Peri Fries,2025-01-28,15:00:00,Pending,1052.1
2687,131,207,Paneer Butter Masala,2025-08-17,03:00:00,Delivered,515.29
2688,65,172,Paneer Butter Masala,2025-10-18,18:00:00,Cancelled,362.06
2689,380,246,Chicken Biryani,2025-03-15,15:00:00,Delivered,413.35
2690,448,158,Peri Peri Fries,2025-10-06,15:00:00,Delivered,132.66
2691,186,139,Butter Chicken,2025-03-20,13:30:00,Delivered,279.19
2692,117,8,Butter Chicken,2025-08-16,03:00:00,Delivered,329.3
2693,186,133,Chicken Biryani,2025-04-26,01:30:00,Delivered,484.74
2694,274,8,Cheese Burst Pizza,2025-05-25,07:30:00,Delivered,467.47
2695,151,5,Hakka Noodles,2025-02-26,21:00:00,Delivered,158.7
2696,352,10,Butter Chicken,2025-09-29,06:00:00,Cancelled,424.96
2697,413,15,Cheese Burst Pizza,2025-10-17,19:30:00,Pending,451.91
2698,151,230,Hakka Noodles,2025-09-08,13:30:00,Pending,401.6
2699,384,56,Butter Chicken,2025-05-16,13:30:00,Delivered,575.2
2700,36,114,Hakka Noodles,2025-05-16,18:00:00,Cancelled,608.78
2701,326,55,Veg Biryani,2025-01-08,16:30:00,Cancelled,658.71
2702,465,131,Butter Chicken,2025-07-17,09:00:00,Delivered,174.78
2703,466,41,Paneer Butter Masala,2025-02-19,01:30:00,Delivered,284.35
2704,95,138,Cheese Burst Pizza,2025-06-01,00:00:00,Delivered,363.37
2705,134,135,Hakka Noodles,2025-02-19,18:00:00,Delivered,713.57
2706,162,191,Chicken Biryani,2025-09-18,18:00:00,Delivered,576.91
2707,44,115,Hakka Noodles,2025-09-17,15:00:00,Cancelled,474.24
2708,300,63,Gulab Jamun,2025-05-02,00:00:00,Delivered,480.94
2709,283,88,Margherita Pizza,2025-05-15,18:00:00,Delivered,832.22
2710,356,154,Paneer Butter Masala,2025-08-26,22:30:00,Delivered,911.77
2711,240,34,Peri Peri Fries,2025-03-23,07:30:00,Delivered,472.8
2712,52,122,Gulab Jamun,2025-09-18,04:30:00,Cancelled,372.81
2713,426,200,Margherita Pizza,2025-07-16,06:00:00,Delivered,80.0
2714,281,167,Margherita Pizza,2025-07-22,06:00:00,Delivered,624.92
2715,74,188,Margherita Pizza,2025-05-28,00:00:00,Delivered,531.71
2716,295,197,Chicken Shawarma,2025-05-01,18:00:00,Delivered,749.21
2717,238,100,Gulab Jamun,2025-06-20,01:30:00,Delivered,761.25
2718,167,107,Chicken Shawarma,2025-01-23,18:00:00,Delivered,489.45
2719,140,154,Gulab Jamun,2025-11-04,06:00:00,Pending,185.88
2720,139,62,Paneer Butter Masala,2025-12-10,15:00:00,Cancelled,857.27
2721,369,138,Hakka Noodles,2025-05-30,09:00:00,Delivered,334.45
2722,235,225,Chicken Shawarma,2025-03-01,03:00:00,Delivered,871.76
2723,3,100,Peri Peri Fries,2025-03-28,01:30:00,Delivered,697.74
2724,256,54,Veg Biryani,2025-03-31,22:30:00,Delivered,80.0
2725,371,159,Hakka Noodles,2025-07-18,18:00:00,Cancelled,416.62
2726,278,38,Peri Peri Fries,2025-10-31,13:30:00,Delivered,351.89
2727,4,114,Chicken Shawarma,2025-01-22,06:00:00,Delivered,80.0
2728,392,25,Peri Peri Fries,2025-07-06,19:30:00,Delivered,168.06
2729,270,237,Margherita Pizza,2025-01-24,21:00:00,Delivered,129.84
2730,212,205,Cheese Burst Pizza,2025-11-15,16:30:00,Cancelled,749.14
2731,216,65,Paneer Butter Masala,2025-04-08,06:00:00,Delivered,366.98
2732,270,100,Gulab Jamun,2025-01-19,16:30:00,Delivered,478.75
2733,476,228,Butter Chicken,2025-01-09,15:00:00,Delivered,517.47
2734,16,178,Cheese Burst Pizza,2025-01-23,09:00:00,Delivered,1070.09
2735,416,152,Veg Biryani,2025-11-05,04:30:00,Delivered,521.53
2736,64,155,Gulab Jamun,2025-04-06,03:00:00,Delivered,372.3
2737,239,210,Butter Chicken,2025-08-05,00:00:00,Delivered,354.73
2738,460,178,Chicken Biryani,2025-04-12,16:30:00,Cancelled,408.29
2739,16,239,Chicken Biryani,2025-03-23,10:30:00,Delivered,626.06
2740,52,178,Veg Biryani,2025-11-09,18:00:00,Delivered,438.37
2741,19,143,Chicken Biryani,2025-03-12,21:00:00,Delivered,275.91
2742,325,17,Veg Biryani,2025-05-17,15:00:00,Cancelled,533.35
2743,396,29,Chicken Biryani,2025-11-15,04:30:00,Delivered,822.1
2744,93,5,Butter Chicken,2025-07-18,03:00:00,Delivered,549.05
2745,261,11,Hakka Noodles,2025-08-28,16:30:00,Delivered,372.57
2746,298,208,Hakka Noodles,2025-05-15,10:30:00,Delivered,562.72
2747,17,180,Chicken Shawarma,2025-03-19,07:30:00,Delivered,80.0
2748,111,162,Hakka Noodles,2025-08-22,10:30:00,Delivered,455.64
2749,328,81,Paneer Butter Masala,2025-06-27,03:00:00,Delivered,296.27
2750,360,33,Chicken Shawarma,2025-09-24,06:00:00,Pending,80.0
2751,488,242,Margherita Pizza,2025-03-04,09:00:00,Delivered,866.83
2752,94,49,Paneer Butter Masala,2025-06-10,10:30:00,Delivered,384.09
2753,10,121,Paneer Butter Masala,2025-03-23,16:30:00,Cancelled,304.07
2754,212,159,Veg Biryani,2025-02-11,00:00:00,Delivered,534.75
2755,237,18,Gulab Jamun,2025-06-16,06:00:00,Delivered,151.25
2756,254,115,Hakka Noodles,2025-05-19,04:30:00,Delivered,342.94
2757,16,217,Hakka Noodles,2025-04-30,07:30:00,Delivered,330.17
2758,489,5,Chicken Biryani,2025-08-22,03:00:00,Delivered,459.36
2759,144,158,Paneer Butter Masala,2025-05-08,21:00:00,Delivered,1018.16
2760,42,45,Hakka Noodles,2025-07-17,15:00:00,Delivered,936.07
2761,3,120,Paneer Butter Masala,2025-03-13,06:00:00,Delivered,129.64
2762,407,215,Veg Biryani,2025-01-17,15:00:00,Delivered,525.93
2763,470,128,Veg Biryani,2025-04-26,07:30:00,Delivered,347.63
2764,377,38,Gulab Jamun,2025-04-17,18:00:00,Delivered,585.17
2765,156,109,Hakka Noodles,2025-08-15,21:00:00,Delivered,157.38
2766,494,210,Paneer Butter Masala,2025-07-20,16:30:00,Delivered,1032.07
2767,173,96,Chicken Biryani,2025-05-24,07:30:00,Cancelled,494.83
2768,484,94,Chicken Biryani,2025-08-22,06:00:00,Delivered,355.08
2769,452,29,Chicken Biryani,2025-08-28,07:30:00,Delivered,330.56
2770,486,164,Chicken Shawarma,2025-04-05,09:00:00,Delivered,561.16
2771,24,137,Chicken Biryani,2025-01-30,16:30:00,Pending,282.14
2772,275,23,Margherita Pizza,2025-03-03,00:00:00,Delivered,358.84
2773,75,131,Hakka Noodles,2025-03-17,10:30:00,Delivered,619.82
2774,40,86,Paneer Butter Masala,2025-11-18,04:30:00,Cancelled,209.32
2775,302,184,Hakka Noodles,2025-05-03,12:00:00,Delivered,561.38
2776,40,248,Margherita Pizza,2025-02-04,19:30:00,Delivered,636.89
2777,62,168,Hakka Noodles,2025-11-16,13:30:00,Cancelled,138.95
2778,238,237,Veg Biryani,2025-02-25,03:00:00,Delivered,548.2
2779,487,184,Chicken Shawarma,2025-05-18,03:00:00,Cancelled,538.46
2780,245,58,Cheese Burst Pizza,2025-10-25,13:30:00,Delivered,735.62
2781,18,159,Cheese Burst Pizza,2025-06-16,16:30:00,Delivered,429.12
2782,140,214,Butter Chicken,2025-11-06,22:30:00,Delivered,259.45
2783,398,11,Gulab Jamun,2025-10-20,07:30:00,Delivered,226.02
2784,495,42,Veg Biryani,2025-10-27,09:00:00,Delivered,170.62
2785,82,235,Gulab Jamun,2025-12-01,04:30:00,Delivered,497.74
2786,189,131,Chicken Biryani,2025-04-11,15:00:00,Delivered,288.26
2787,108,185,Chicken Biryani,2025-08-07,00:00:00,Delivered,784.61
2788,234,14,Cheese Burst Pizza,2025-11-30,10:30:00,Delivered,538.31
2789,268,46,Hakka Noodles,2025-06-03,09:00:00,Delivered,607.04
2790,104,147,Chicken Biryani,2025-10-08,21:00:00,Delivered,543.95
2791,411,124,Gulab Jamun,2025-05-02,15:00:00,Delivered,472.68
2792,134,60,Paneer Butter Masala,2025-10-28,15:00:00,Delivered,836.41
2793,344,159,Veg Biryani,2025-10-27,22:30:00,Cancelled,84.13
2794,371,36,Chicken Shawarma,2025-06-25,12:00:00,Delivered,512.48
2795,33,160,Hakka Noodles,2025-08-28,01:30:00,Delivered,147.19
2796,237,191,Butter Chicken,2025-08-10,00:00:00,Delivered,80.0
2797,374,26,Butter Chicken,2025-08-26,15:00:00,Delivered,174.59
2798,336,65,Cheese Burst Pizza,2025-09-19,01:30:00,Cancelled,995.62
2799,178,130,Hakka Noodles,2025-10-21,16:30:00,Cancelled,415.03
2800,12,70,Cheese Burst Pizza,2025-05-04,03:00:00,Delivered,542.52
2801,351,126,Cheese Burst Pizza,2025-08-27,21:00:00,Delivered,897.0
2802,441,173,Veg Biryani,2025-06-26,04:30:00,Delivered,243.6
2803,229,206,Chicken Biryani,2025-02-26,09:00:00,Delivered,463.39
2804,309,220,Veg Biryani,2025-01-23,18:00:00,Cancelled,442.82
2805,269,225,Peri Peri Fries,2025-09-24,03:00:00,Delivered,736.79
2806,378,153,Gulab Jamun,2025-07-14,22:30:00,Delivered,830.71
2807,456,40,Chicken Shawarma,2025-06-09,21:00:00,Delivered,248.63
2808,358,146,Chicken Shawarma,2025-04-27,10:30:00,Delivered,316.9
2809,131,110,Peri Peri Fries,2025-01-08,04:30:00,Delivered,824.87
2810,249,98,Veg Biryani,2025-05-30,00:00:00,Delivered,326.95
2811,448,248,Hakka Noodles,2025-11-08,00:00:00,Delivered,452.96
2812,468,12,Gulab Jamun,2025-09-03,22:30:00,Delivered,391.33
2813,58,219,Paneer Butter Masala,2025-11-05,10:30:00,Delivered,770.59
2814,4,24,Margherita Pizza,2025-12-07,03:00:00,Delivered,594.13
2815,236,225,Chicken Biryani,2025-06-05,15:00:00,Delivered,80.0
2816,173,245,Hakka Noodles,2025-11-17,18:00:00,Delivered,251.16
2817,322,207,Gulab Jamun,2025-02-28,21:00:00,Delivered,404.5
2818,371,171,Chicken Biryani,2025-04-18,18:00:00,Delivered,481.44
2819,36,32,Cheese Burst Pizza,2025-05-26,21:00:00,Delivered,869.74
2820,279,114,Hakka Noodles,2025-06-22,22:30:00,Delivered,593.75
2821,237,209,Butter Chicken,2025-03-13,01:30:00,Delivered,446.73
2822,275,227,Veg Biryani,2025-06-07,22:30:00,Cancelled,602.88
2823,296,47,Gulab Jamun,2025-09-15,07:30:00,Delivered,495.31
2824,328,173,Chicken Shawarma,2025-08-02,18:00:00,Delivered,347.97
2825,400,35,Paneer Butter Masala,2025-10-26,15:00:00,Delivered,292.5
2826,58,205,Chicken Biryani,2025-09-02,03:00:00,Delivered,429.78
2827,363,122,Chicken Shawarma,2025-08-16,07:30:00,Pending,222.87
2828,18,128,Peri Peri Fries,2025-07-04,13:30:00,Delivered,546.58
2829,36,137,Peri Peri Fries,2025-05-28,22:30:00,Delivered,792.43
2830,408,10,Paneer Butter Masala,2025-09-21,19:30:00,Delivered,670.81
2831,129,65,Peri Peri Fries,2025-01-18,06:00:00,Cancelled,710.61
2832,1,187,Veg Biryani,2025-05-05,22:30:00,Delivered,306.68
2833,64,98,Peri Peri Fries,2025-03-18,16:30:00,Delivered,191.69
2834,62,185,Veg Biryani,2025-08-23,12:00:00,Cancelled,728.84
2835,366,238,Peri Peri Fries,2025-08-22,10:30:00,Delivered,592.39
2836,420,229,Hakka Noodles,2025-02-13,10:30:00,Delivered,461.07
2837,331,217,Cheese Burst Pizza,2025-03-23,19:30:00,Delivered,677.84
2838,146,214,Paneer Butter Masala,2025-09-17,12:00:00,Delivered,449.03
2839,272,10,Chicken Biryani,2025-07-22,03:00:00,Delivered,924.85
2840,17,218,Hakka Noodles,2025-09-15,03:00:00,Delivered,679.29
2841,280,147,Chicken Biryani,2025-05-25,10:30:00,Delivered,511.73
2842,98,232,Margherita Pizza,2025-06-27,13:30:00,Delivered,140.82
2843,452,109,Cheese Burst Pizza,2025-09-21,00:00:00,Delivered,383.02
2844,227,233,Gulab Jamun,2025-08-11,10:30:00,Cancelled,826.19
2845,463,178,Gulab Jamun,2025-08-01,09:00:00,Delivered,677.58
2846,386,249,Peri Peri Fries,2025-02-03,19:30:00,Delivered,929.27
2847,243,68,Butter Chicken,2025-06-18,09:00:00,Delivered,288.99
2848,479,104,Chicken Shawarma,2025-10-20,03:00:00,Delivered,80.0
2849,201,5,Cheese Burst Pizza,2025-03-10,00:00:00,Delivered,742.45
2850,394,157,Hakka Noodles,2025-07-30,04:30:00,Delivered,731.33
2851,437,230,Chicken Biryani,2025-01-02,12:00:00,Delivered,544.23
2852,473,116,Chicken Shawarma,2025-04-09,06:00:00,Delivered,763.66
2853,179,5,Paneer Butter Masala,2025-07-04,21:00:00,Cancelled,885.81
2854,453,60,Cheese Burst Pizza,2025-09-22,18:00:00,Delivered,446.88
2855,270,65,Cheese Burst Pizza,2025-04-21,10:30:00,Cancelled,869.77
2856,234,127,Paneer Butter Masala,2025-10-24,10:30:00,Delivered,91.97
2857,112,28,Chicken Shawarma,2025-05-20,16:30:00,Delivered,544.26
2858,486,83,Chicken Biryani,2025-01-13,12:00:00,Delivered,534.86
2859,488,228,Margherita Pizza,2025-07-19,21:00:00,Delivered,599.38
2860,66,129,Paneer Butter Masala,2025-01-17,00:00:00,Delivered,712.09
2861,338,29,Paneer Butter Masala,2025-08-23,04:30:00,Delivered,760.65
2862,349,179,Butter Chicken,2025-10-18,03:00:00,Delivered,398.2
2863,437,164,Chicken Biryani,2025-05-21,01:30:00,Delivered,243.66
2864,245,160,Margherita Pizza,2025-07-18,10:30:00,Delivered,744.0
2865,245,64,Chicken Shawarma,2025-08-14,09:00:00,Delivered,294.88
2866,468,142,Gulab Jamun,2025-07-28,12:00:00,Delivered,108.92
2867,448,32,Peri Peri Fries,2025-11-03,01:30:00,Delivered,606.51
2868,72,238,Chicken Biryani,2025-11-11,19:30:00,Delivered,445.43
2869,357,9,Margherita Pizza,2025-01-26,19:30:00,Delivered,146.31
2870,49,211,Peri Peri Fries,2025-05-06,21:00:00,Delivered,162.95
2871,496,139,Hakka Noodles,2025-03-28,07:30:00,Cancelled,482.68
2872,346,176,Hakka Noodles,2025-03-10,15:00:00,Cancelled,416.48
2873,190,179,Margherita Pizza,2025-08-03,03:00:00,Delivered,620.15
2874,293,132,Butter Chicken,2025-08-17,10:30:00,Delivered,587.79
2875,177,41,Peri Peri Fries,2025-02-26,19:30:00,Delivered,605.54
2876,452,25,Chicken Shawarma,2025-01-12,16:30:00,Cancelled,307.67
2877,161,145,Margherita Pizza,2025-09-10,18:00:00,Delivered,468.27
2878,150,175,Chicken Shawarma,2025-08-23,18:00:00,Delivered,630.29
2879,70,8,Chicken Biryani,2025-05-06,22:30:00,Delivered,465.02
2880,33,58,Chicken Shawarma,2025-12-05,01:30:00,Delivered,790.89
2881,284,109,Veg Biryani,2025-05-11,18:00:00,Delivered,396.47
2882,344,129,Cheese Burst Pizza,2025-08-16,18:00:00,Cancelled,658.85
2883,260,2,Veg Biryani,2025-05-14,03:00:00,Delivered,558.24
2884,322,10,Butter Chicken,2025-11-24,15:00:00,Delivered,347.96
2885,77,91,Margherita Pizza,2025-01-23,07:30:00,Delivered,722.84
2886,110,117,Gulab Jamun,2025-11-21,01:30:00,Delivered,365.42
2887,305,155,Cheese Burst Pizza,2025-06-01,09:00:00,Delivered,658.17
2888,384,141,Hakka Noodles,2025-09-24,01:30:00,Delivered,720.85
2889,139,63,Margherita Pizza,2025-10-12,01:30:00,Delivered,724.24
2890,35,11,Chicken Biryani,2025-04-04,13:30:00,Delivered,518.89
2891,423,142,Butter Chicken,2025-11-17,18:00:00,Delivered,209.95
2892,394,96,Margherita Pizza,2025-05-15,21:00:00,Cancelled,602.86
2893,235,208,Butter Chicken,2025-06-09,16:30:00,Delivered,935.87
2894,330,124,Chicken Shawarma,2025-12-05,01:30:00,Delivered,969.13
2895,200,93,Chicken Shawarma,2025-05-27,09:00:00,Delivered,329.03
2896,325,102,Chicken Biryani,2025-07-04,10:30:00,Delivered,586.78
2897,151,98,Chicken Shawarma,2025-03-19,09:00:00,Delivered,308.78
2898,34,26,Paneer Butter Masala,2025-03-02,19:30:00,Delivered,932.15
2899,124,197,Peri Peri Fries,2025-10-23,10:30:00,Delivered,700.4
2900,367,211,Gulab Jamun,2025-09-05,19:30:00,Delivered,567.35
2901,32,39,Chicken Shawarma,2025-03-07,15:00:00,Delivered,678.97
2902,272,92,Veg Biryani,2025-08-20,07:30:00,Delivered,80.0
2903,324,156,Chicken Shawarma,2025-06-23,18:00:00,Delivered,410.98
2904,310,145,Cheese Burst Pizza,2025-04-10,06:00:00,Delivered,597.81
2905,124,165,Paneer Butter Masala,2025-08-31,09:00:00,Cancelled,291.08
2906,412,108,Margherita Pizza,2025-05-29,00:00:00,Delivered,428.33
2907,368,211,Peri Peri Fries,2025-01-28,06:00:00,Delivered,636.45
2908,492,155,Butter Chicken,2025-06-26,18:00:00,Delivered,665.47
2909,316,242,Veg Biryani,2025-04-08,06:00:00,Delivered,453.88
2910,78,76,Veg Biryani,2025-11-20,06:00:00,Delivered,507.61
2911,76,67,Paneer Butter Masala,2025-08-30,03:00:00,Delivered,283.78
2912,60,122,Cheese Burst Pizza,2025-03-23,12:00:00,Delivered,350.55
2913,85,196,Chicken Biryani,2025-05-30,00:00:00,Delivered,708.79
2914,368,175,Chicken Biryani,2025-01-12,09:00:00,Delivered,254.64
2915,80,111,Paneer Butter Masala,2025-04-10,07:30:00,Delivered,776.58
2916,374,203,Hakka Noodles,2025-04-10,04:30:00,Delivered,779.57
2917,172,162,Margherita Pizza,2025-02-11,04:30:00,Delivered,646.84
2918,258,18,Chicken Biryani,2025-01-10,22:30:00,Cancelled,658.4
2919,279,35,Butter Chicken,2025-09-05,01:30:00,Delivered,197.34
2920,221,18,Peri Peri Fries,2025-03-05,04:30:00,Delivered,670.29
2921,46,238,Butter Chicken,2025-01-04,06:00:00,Delivered,252.53
2922,491,198,Peri Peri Fries,2025-11-18,07:30:00,Delivered,80.0
2923,73,162,Peri Peri Fries,2025-11-18,19:30:00,Delivered,600.64
2924,54,161,Margherita Pizza,2025-05-25,04:30:00,Delivered,978.5
2925,327,128,Gulab Jamun,2025-03-18,18:00:00,Delivered,348.03
2926,221,200,Margherita Pizza,2025-03-06,16:30:00,Delivered,642.19
2927,492,234,Hakka Noodles,2025-08-20,09:00:00,Delivered,636.07
2928,381,127,Butter Chicken,2025-09-10,19:30:00,Delivered,541.24
2929,337,84,Gulab Jamun,2025-11-06,01:30:00,Pending,147.15
2930,9,242,Cheese Burst Pizza,2025-10-06,01:30:00,Delivered,577.97
2931,326,212,Paneer Butter Masala,2025-11-21,15:00:00,Delivered,906.42
2932,172,43,Veg Biryani,2025-11-14,21:00:00,Delivered,769.86
2933,84,82,Gulab Jamun,2025-03-21,00:00:00,Delivered,80.0
2934,330,27,Butter Chicken,2025-04-28,18:00:00,Delivered,805.42
2935,329,48,Butter Chicken,2025-04-24,01:30:00,Delivered,511.77
2936,12,69,Butter Chicken,2025-07-17,22:30:00,Delivered,842.37
2937,481,199,Butter Chicken,2025-08-26,07:30:00,Pending,157.01
2938,32,150,Gulab Jamun,2025-05-27,07:30:00,Delivered,374.14
2939,418,162,Peri Peri Fries,2025-08-02,09:00:00,Pending,539.0
2940,339,171,Peri Peri Fries,2025-11-22,10:30:00,Delivered,837.23
2941,289,205,Hakka Noodles,2025-02-21,01:30:00,Delivered,476.9
2942,320,116,Chicken Shawarma,2025-06-02,07:30:00,Delivered,387.01
2943,304,224,Gulab Jamun,2025-02-25,12:00:00,Delivered,485.12
2944,272,216,Cheese Burst Pizza,2025-11-26,18:00:00,Delivered,1002.44
2945,178,124,Veg Biryani,2025-02-11,16:30:00,Cancelled,273.98
2946,114,16,Gulab Jamun,2025-10-23,12:00:00,Delivered,414.25
2947,407,126,Veg Biryani,2025-06-14,00:00:00,Delivered,267.56
2948,26,14,Chicken Biryani,2025-09-22,12:00:00,Delivered,649.69
